"mu_asc1","mu_asc2","mu_natural","mu_walking","mu_rent","logLike"
-1,-1,1,-0.01,-0.1,-2794.68185418448
-1,-1,1,-0.01,-0.1,-2794.68185418448
-1.00031447172195,-0.999677903912904,0.991286176538132,-0.0655913657616621,-0.021851148490068,-2532.78877402366
-1.00029218341091,-0.999482052372667,0.989639156308677,-0.0608610586577092,-0.0140980480106103,-2510.22586784114
-1.01345365368962,-0.992645227792907,0.784346225294158,-0.054460173531729,-0.0117207408594373,-2404.7356565828
-0.958813996685175,-0.497351454613836,0.743190469816967,-0.0596709713301995,-0.0167315229735127,-2402.98122622609
-0.700572934364792,-0.415994094933289,0.713294996902554,-0.0624237541290739,-0.0201384426089366,-2399.61246615234
-0.773927628489278,-0.533231710731342,0.591095843809183,-0.0424716753564423,-0.0191615415341577,-2305.24976200984
-0.96891178100186,-0.828649493625326,0.437050614099767,-0.00739438879844915,-0.0233053680772038,-2290.13610041275
-0.906740556436516,-0.749819726551176,0.487520662217869,-0.0282208313116168,-0.0242526559259416,-2266.87938987993
-0.908070577055931,-0.739837823805861,0.4916826133035,-0.0239242445210437,-0.0229678425847463,-2262.32178009433
-0.927282720986831,-0.762581538097283,0.477658862523107,-0.0209421624215801,-0.0231144934596784,-2261.73446570044
-0.92379764640245,-0.758473992941376,0.481895961788433,-0.0215028946583172,-0.0230724634440733,-2261.69618146543
-0.923797537687979,-0.758473808330172,0.481894470144107,-0.021492218683111,-0.0230684956182142,-2261.69614725947
-0.923797846286986,-0.758473167157132,0.48185211201893,-0.0214955302499959,-0.0230562646055196,-2261.69613301254
-0.92379782076252,-0.758473092437171,0.481850507195975,-0.021492296834822,-0.0230547003863313,-2261.69612949845
-0.923810218179175,-0.758468281143379,0.481653933018603,-0.0214914637964848,-0.0230561533664464,-2261.69605742975
-0.923687991273641,-0.758263451343441,0.481613937201921,-0.0214826021031793,-0.0230639196288936,-2261.69603707301
-0.9236753909744,-0.758235034005643,0.481552561815571,-0.0214811943467227,-0.0230653596590479,-2261.69603048841
