"mu_asc1","mu_asc2","mu_natural","mu_walking","mu_rent","logLike"
-0.05,-0.05,0.03,-4e-04,-20,-1951.54428057242
-0.05,-0.05,0.03,-4e-04,-20,-1951.54428057242
-0.0500113437423308,-0.0500199531488182,0.0299245558242852,-0.0027009742700387,-20.0000000089359,-1910.32556928688
-0.0481429413903455,-0.0489444075062068,0.0278785863695327,-0.00268314000243734,-19.9999786924319,-1907.88714656238
-0.0349457939315058,-0.0391708284572463,0.0295572963824291,-0.002998297960232,-19.9998331372505,-1907.39084076203
-0.0355970904576546,-0.0379272153906172,0.0294262597608569,-0.00300292232845726,-19.9997827608252,-1907.37119244156
-0.0523264540890942,-0.0538005529650337,0.0324826934808961,-0.00239614763431324,-16.2755858947189,-1885.34764735331
-0.0525788710152231,-0.0543300122403245,0.0322697165452383,-0.00226929404207802,-16.6640084574885,-1884.7354121133
-0.051703991520731,-0.0536266233721722,0.03158573109727,-0.00212127722258529,-17.1158230609721,-1884.42481126628
-0.049347711381355,-0.051267667636442,0.0303324503143415,-0.00200766733655367,-17.7735068837275,-1884.19969715342
-0.0446553008791402,-0.0463670216837883,0.0279744757813736,-0.00187757363870543,-18.9495228105524,-1884.04123698216
-0.0455505260599484,-0.0471932001043967,0.0284866217207027,-0.00193991788874307,-18.7189332967884,-1883.99812833426
-0.0451876218429915,-0.0467918760440907,0.0282728422515207,-0.00193268299643277,-18.8237109784544,-1883.99575464721
-0.0451876578235876,-0.0467919137807688,0.028272871464202,-0.00193236109787661,-18.8237109788104,-1883.99575175668
-0.0451940280399312,-0.0467990693619219,0.0282740828833207,-0.00193235419200884,-18.8346203799107,-1883.99574721879
