"mu_asc1","mu_asc2","mu_natural","mu_walking","mu_rent","logLike"
-0.05,-0.05,0.03,-4e-04,-20,-2304.545352925
-0.05,-0.05,0.03,-4e-04,-20,-2304.545352925
-0.0500022608041809,-0.0499972025730029,0.029980373820633,-0.000728430799759422,-19.9999999680705,-2287.3736406382
-0.0498040717689859,-0.0463368776086098,0.0205206911639964,-0.000633566721206176,-19.999971855733,-2276.04792451836
-0.0461624971115525,-0.0255171672212449,0.0204278938418196,-0.000853788021385491,-19.9998816693044,-2274.26099808966
-0.0393159499305098,-0.0243446921673067,0.0201155840365689,-0.000914053485860575,-19.9998317939091,-2273.74273713559
-0.0484756813330827,-0.0401050567148753,0.0266179597182026,-0.00104873130342499,-18.0508878894163,-2259.23655793832
-0.0492435662063118,-0.0403951661635084,0.0263770803717977,-0.00113582042032797,-18.0112437831655,-2258.26721042371
-0.0507959547745375,-0.0413657738263393,0.0269938560540399,-0.0012213006952017,-17.4266511742236,-2257.85343227965
-0.0528405373758647,-0.0429688341086065,0.0280346621138584,-0.00128777466937977,-16.7687367973907,-2257.68311626168
-0.0542608031426096,-0.0442003618293728,0.0287782842894415,-0.00131865073320526,-16.4309019411182,-2257.62128371733
-0.0552855867288842,-0.0451617432852978,0.0292961036458634,-0.00132988149568791,-16.2426895232077,-2257.59632609294
-0.0556207943870184,-0.0454944979475213,0.0294438294181683,-0.00132985007607587,-16.1823103269423,-2257.59409296367
-0.0556208094972161,-0.0454945338797944,0.02944383544049,-0.00132854357512212,-16.1823103270588,-2257.59406835632
-0.0556286467671798,-0.0455039659156239,0.0294419611177423,-0.00132861781193039,-16.1894257490367,-2257.59406003734
