"mu_asc1","mu_asc2","mu_natural","mu_walking","mu_rent","logLike"
-0.05,-0.05,0.03,-4e-04,-20,-2989.45044478821
-0.05,-0.05,0.03,-4e-04,-20,-2989.45044478821
-0.0500384624369896,-0.0500582936348464,0.0299452340223153,-0.00439883887852875,-20.0000003061775,-2986.93531033012
-0.0481690332377632,-0.0496403625975292,0.0404006295280836,-0.00479234505349312,-19.9999815451425,-2985.7063940487
-0.0471360566245296,-0.0500910814467176,0.0403541752491271,-0.00479759207776464,-19.9999509414637,-2985.33052766414
-0.0465615549234629,-0.0492313592637653,0.0402365385471582,-0.00481446049823857,-19.9997999312512,-2985.3006762939
-0.0539724476146437,-0.0564213693312741,0.0424321322999524,-0.00468941674533696,-17.7003975217694,-2938.70194277937
-0.062832421181796,-0.0652122157351502,0.0463842292738558,-0.0047007560001647,-15.1110418639662,-2908.72879394091
-0.0674447243201253,-0.0699563615256544,0.0483240818560721,-0.0046640417810973,-14.1162667116917,-2900.17357970986
-0.0810587572558803,-0.0848129806957645,0.0525892534560836,-0.0040855762159387,-12.558354475751,-2883.87119554631
-0.0833090926589568,-0.088126488651325,0.0515298099388735,-0.00340494222598867,-13.5224102907375,-2878.93985514497
-0.0818933281475739,-0.0865281415906148,0.0507182044260156,-0.00328726548651264,-13.6506858727918,-2877.25203235992
-0.0757460129592445,-0.0798702449102133,0.0474111057541842,-0.00297074998619881,-14.3904299229018,-2872.78916856086
-0.0757428360818714,-0.0798667596034645,0.0474007053031513,-0.00294532324634421,-14.3904299170582,-2872.76125964385
-0.0753132720981905,-0.0793968230535548,0.0456559436581749,-0.00289476328959814,-14.3904300829641,-2872.26660706565
-0.073129659661447,-0.0767126964888946,0.0454767473893675,-0.00296770061237513,-14.3904555368971,-2871.81314779958
-0.0728898342750944,-0.0768710389146157,0.045481248354267,-0.00296881549511694,-14.3905036552295,-2871.81144299947
-0.0488844184868995,-0.0516370471925733,0.0323154315517167,-0.00219059965153786,-18.2550997432578,-2867.18546311551
-0.0587664920656202,-0.0618850920204556,0.0379518680146456,-0.002501963611624,-17.3622440530927,-2862.49124798197
-0.0523717719220753,-0.0553237405341444,0.0342515110986434,-0.00227579157309021,-18.9060190348745,-2858.86282315161
-0.0479979821472488,-0.0507795587872907,0.0317387589389622,-0.00212903110389467,-20.0582658901244,-2856.96021556094
-0.0392368281751796,-0.0417504526764535,0.0265736814486301,-0.00181832159425561,-22.9230535243576,-2855.43889502943
-0.0416170653544853,-0.0441300227836331,0.0279710022420462,-0.00190908534828434,-22.706973865903,-2853.94036097048
-0.0398558442355109,-0.042348058033729,0.0270859841574015,-0.00184105700400938,-23.6142098617835,-2853.49419223615
-0.0398562641112205,-0.042348493988267,0.0270838309715869,-0.00185469994707251,-23.6142098683699,-2853.49298385534
-0.0398613999409643,-0.0423534566759426,0.0270448132975689,-0.00185278961202996,-23.6142100034392,-2853.49083741438
-0.0398762535755688,-0.0423572761636541,0.0270460434612308,-0.0018525425782631,-23.6142108447445,-2853.49076812795
-0.0398768565498471,-0.0423633245752879,0.0270467255098541,-0.00185245757404228,-23.6142117689721,-2853.4907589708
-0.0398767809562908,-0.0423632487514764,0.0270465570802764,-0.00184207527615842,-23.6142117740334,-2853.49011065141
-0.0398790642614434,-0.042365438485505,0.027031301553448,-0.00184135629671653,-23.6142119246335,-2853.48977481226
-0.0398861274636825,-0.0423680225795488,0.0270319911043575,-0.00184123115151323,-23.6142127488035,-2853.48975761091
-0.0398863245107909,-0.0423681945950933,0.0270314090520297,-0.0018490865725097,-23.6142127558315,-2853.48939910751
-0.0398877337362437,-0.0423690800313924,0.0270253438046495,-0.00184878409480127,-23.614212912563,-2853.48934368941
-0.0398926312276152,-0.0423703528036898,0.0270258393937059,-0.00184869569141198,-23.6142137423761,-2853.48933609402
-0.0398925695656736,-0.0423702690686598,0.0270259998248009,-0.00184268611158316,-23.6142137481754,-2853.48913102923
-0.0398930877705371,-0.0423708087496741,0.027023510213136,-0.0018425617290219,-23.6142139065322,-2853.48912150625
-0.0398931716060402,-0.0423709110118619,0.0270232114860529,-0.00184715682800854,-23.614213913273,-2853.48899945829
-0.0398934030734436,-0.0423713711491925,0.0270215708897931,-0.00184706150751726,-23.6142140718806,-2853.48899526833
