"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_asc1",-24.9254354287591,3.52584954651593,-7.06934175719129,5.59634600872839,-4.45387675992226
"mu_asc2",-19.8278234176282,2.56732222676103,-7.72315341290186,3.55670445392741,-5.57477397249968
"mu_natural",30.0509186417801,2.59029321478569,11.6013578965678,4.23442560006808,7.09681110970445
"mu_walking",-3.92784886292406,0.33919568319841,-11.5798904805828,0.568509458277502,-6.90902993034602
"mu_rent",-3.14819885226574,0.100734218435366,-31.2525267100346,0.14446869345085,-21.791564504851
"sig_asc1",27.3112026204205,3.07988370021746,8.86760841602303,5.39977544835548,5.0578404382979
"sig_asc2",-28.1917315601693,4.10810086476444,-6.86247307167465,8.82218549975996,-3.19554962440275
"sig_natural",24.3108385496137,2.10654347814568,11.5406298525648,3.96844073703703,6.12604298779702
"sig_walking",-2.19983425275757,0.188170811614567,-11.6906242465677,0.316346237421616,-6.95388151503666
"sig_rent",1.31161040492144,0.098884833787171,13.2640199178006,0.134788619906947,9.73086901421593
