"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_asc1",-16.9632037065274,0.704728237432734,-24.0705605444773,1.05194446027138,-16.1255696922927
"mu_asc2",-18.046035698913,0.734433479660877,-24.5713685427927,1.0810018088638,-16.6938071249673
"mu_natural",21.8953883023899,0.656201558911295,33.3668641975137,1.30004333270021,16.8420449931565
"mu_walking",-2.57785394885601,0.0681185570901475,-37.8436370201515,0.106604121370246,-24.1815599220867
"mu_rent",-2.74455219944251,0.033729553791777,-81.3693598316028,0.0518331392564902,-52.949758374877
"sig_asc1",20.1960070032065,0.850349127893897,23.750253091018,1.38136018663663,14.620377218472
"sig_asc2",22.6479918090113,0.801187288240644,28.2680368765521,1.63915781410559,13.8168464403589
"sig_natural",16.2606328950789,0.595426868229421,27.3092024608027,1.26364585379265,12.8680301100779
"sig_walking",1.49700063883878,0.0397611802024859,37.6498039347732,0.0627937296358577,23.8399701295005
"sig_rent",1.30633169145784,0.0322891638820854,40.4572783683202,0.0428749011232681,30.4684479085339
