"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_asc1",-16.4670834866407,2.67652893965522,-6.15240255491575,3.36668348813092,-4.89118847812532
"mu_asc2",-15.988477752815,2.27430871993567,-7.03003845197728,2.81849562301488,-5.67269915988464
"mu_natural",26.7550392319187,2.12642043557796,12.5821962506896,2.67351093728388,10.0074545642593
"mu_walking",-2.88444470790945,0.287147126316052,-10.0451804791341,0.337126065765505,-8.55598246715157
"mu_rent",-2.99653801787721,0.130845050312348,-22.9014243238395,0.14745408796152,-20.3218375244991
"sig_asc1",13.0544384229057,1.91744316787063,6.80825311625951,1.55062157783487,8.41884223043873
"sig_asc2",0.604341478526909,2.81657935587114,0.214565755893639,1.79627184247211,0.336442104272584
"sig_natural",15.8460864875981,1.50186151553459,10.5509638030492,1.86611998996346,8.49146173494897
"sig_walking",-1.81300622929744,0.184556658050419,-9.82357530987664,0.212617687427936,-8.52707153026454
"sig_rent",1.39822559579363,0.128534780542353,10.8781886886477,0.145789218774743,9.59073385223374
