"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_asc1",-10.9213855525897,1.97403846051811,-5.53250900173609,2.23166125243756,-4.89383661640433
"mu_asc2",-12.8934395783419,1.96319421163608,-6.56758231148044,2.04176871880866,-6.31483843374042
"mu_natural",18.8973954150052,2.25470008577657,8.38133441082324,3.18257639526429,5.93776647219679
"mu_walking",-2.45970201513078,0.29299917767279,-8.3949109846229,0.378295781765151,-6.50206038157143
"mu_rent",-2.90057710038627,0.127073715843585,-22.8259406843552,0.150875333019804,-19.2249921993911
"sig_asc1",11.4072861656389,1.45875641615083,7.81987043165089,1.28142348846613,8.9020423523635
"sig_asc2",14.4030060870641,2.23438077585349,6.44608396326825,2.33655944335332,6.16419416507272
"sig_natural",12.6155415552335,1.41028779948676,8.94536672573117,1.9837814815568,6.35934031672344
"sig_walking",1.54414237947507,0.187547580090946,8.23333672834531,0.239235261475333,6.45449324632391
"sig_rent",1.25606885591587,0.138965907691877,9.03868349279519,0.171311676365709,7.33206797436539
