"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_asc1",-12.2378613279012,1.24639207246706,-9.81862898379809,1.1611159306106,-10.5397411277147
"mu_asc2",-13.864800862044,1.00973355616249,-13.7311479621787,0.773149194635262,-17.9328918121486
"mu_natural",13.6457145888933,0.877877491500227,15.5439850332349,0.794193946357159,17.1818416036587
"mu_walking",-1.50777240139816,0.0574604451459082,-26.2401796152031,0.0484706283710698,-31.106929125311
"mu_rent",-2.0549696875332,0.174158102828325,-11.7994492025379,0.182869969864333,-11.2373272060893
"sig_asc1",19.895319614096,0.985420884319712,20.1896671063865,0.885814049223372,22.4599278274475
"sig_asc2",16.0606822069501,0.940610315654704,17.0747459810402,0.803952600875364,19.9771506298541
"sig_natural",13.6769267118384,0.763086669838069,17.923162928191,0.63433589431126,21.5610165442211
"sig_walking",1.10011073602291,0.0480740435186115,22.8836739226442,0.0427885715638997,25.7103870452891
"sig_rent",-1.93969016440253,0.20970566324732,-9.24958408068801,0.259445884025239,-7.47628034913763
