"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_asc1",-17.7594042382527,2.96763579247604,-5.98436111441937,3.30627569920038,-5.37142266827532
"mu_asc2",-23.3183009093465,2.61510064734935,-8.91678908533856,2.83590067816589,-8.22253793614081
"mu_natural",23.1313366432387,2.21822235236806,10.4278710466265,2.44492666923349,9.46095313790769
"mu_walking",-2.88184723845177,0.275111903429744,-10.475181926062,0.319055933203436,-9.03242014501028
"mu_rent",-2.82307739803452,0.15002905791577,-18.816870793253,0.145348799318836,-19.4227775617316
"sig_asc1",17.0020199912544,2.42521765069696,7.0105130508053,2.08780168377858,8.14350334294375
"sig_asc2",18.0884242216562,2.4054666901279,7.51971511220322,2.54976541803117,7.09415230661627
"sig_natural",17.1336115012069,1.68508197813726,10.1678207490813,1.91784202581008,8.93379708580006
"sig_walking",-1.44388794389524,0.140152640621712,-10.3022528686595,0.153799114682157,-9.38814210263301
"sig_rent",1.57059860569871,0.175694101271339,8.9393929240294,0.183934781689499,8.53888857383182
