"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_asc1",-15.1510029229959,6.62495533992358,-2.28695925415411,24.4869628734104,-0.618737529897917
"mu_asc2",-23.220239642289,6.60485620631369,-3.51563136531154,18.259938151467,-1.2716494135783
"mu_natural",34.5747505055047,7.46713167415068,4.63025858043909,28.1082331723374,1.23005776611855
"mu_walking",-3.964868772573,0.852234241369527,-4.65232277712934,3.07522244728039,-1.28929495037973
"mu_rent",-3.3317776189046,0.215604377397754,-15.4532002509301,0.776193243252553,-4.29245893064355
"sig_asc1",12.6707621641534,23.3863769447557,0.541800989271868,111.8688033,0.113264482951285
"sig_asc2",29.0803670249983,7.84761842180604,3.70562958874162,22.1679240217174,1.31182184657927
"sig_natural",21.3182474099028,5.06899603015375,4.20561532956185,19.7121806002168,1.08147585709864
"sig_walking",2.42019267170934,0.495571069648603,4.88364398152911,1.57835516561103,1.53336379823765
"sig_rent",0.952662000105398,0.273536698853731,3.48275753892467,1.14884376234318,0.82923547250877
