"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_asc1",-6.50203821375678,0.932271849729112,-6.97440152853062,0.344098501777996,-18.8958631908015
"mu_asc2",-9.56776513142859,0.603285185457823,-15.8594398835897,0.302017749253919,-31.6794796168902
"mu_natural",15.8608266221078,0.895973764769269,17.7023337577215,0.405846101558072,39.0808894337459
"mu_walking",-2.03048475595086,0.16922288203265,-11.9988782342041,0.103438420117048,-19.6298894903192
"mu_rent",-1.65137510473457,0.342281857494379,-4.82460600402021,0.311613705888368,-5.29943026744195
"sig_asc1",13.643183876296,0.771807438510149,17.6769271654495,0.323945947970074,42.1156182436843
"sig_asc2",15.2768430711001,1.53092938122511,9.97880324099272,0.97156319172663,15.7239829598223
"sig_natural",15.3112297203902,0.843788905710481,18.1458059199035,0.35650377878091,42.9482957312487
"sig_walking",1.09434056811613,0.0985852439241212,11.1004499715842,0.0583984983631063,18.7391901982105
"sig_rent",2.19312493644619,0.422637216600781,5.18914295831593,0.504621214409885,4.34608152376407
