"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_asc1",-14.8892395426,1.82302050699961,-8.16734616282797,2.6449943313389,-5.62921415981373
"mu_asc2",-17.6279126124509,2.08953113996759,-8.43630050554035,2.22255817162053,-7.93136163432694
"mu_natural",16.1438042611181,1.19602493042413,13.4978827367697,1.79112265395251,9.01323213432265
"mu_walking",-1.85850242700783,0.14114875381966,-13.1669772259015,0.198244371745066,-9.37480550215965
"mu_rent",-2.36952915288033,0.201566401602134,-11.7555759990074,0.345845815382753,-6.8514032770873
"sig_asc1",20.833172128854,1.66826747761645,12.487908808616,2.13607238889813,9.75302720878319
"sig_asc2",31.9814637433633,2.60525392983203,12.2757568378086,3.28670995691612,9.73054031618025
"sig_natural",14.633632903765,1.02719815730122,14.2461635077425,1.27392088570304,11.4870813941395
"sig_walking",-1.32688074452455,0.100066744846467,-13.2599571072327,0.143266076679939,-9.26165338839313
"sig_rent",1.51983414614542,0.224491867803204,6.77010780398401,0.390811505826743,3.88891863081227
