"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_asc1",-15.6853547033051,1.22186697392752,-12.8372032618958,1.68609081413144,-9.30279352205898
"mu_asc2",-19.0399424082013,1.39420717813805,-13.6564656291822,1.79283031812107,-10.6200470929985
"mu_natural",20.5277349993222,1.02168999717055,20.0919408589409,1.62353135126618,12.6438796413219
"mu_walking",-2.40982132141302,0.158599351857342,-15.1943957726928,0.27859597287111,-8.64987851970101
"mu_rent",-2.58954747753838,0.0682539295580023,-37.939903157338,0.0870817176772365,-29.7369820739686
"sig_asc1",18.971336534136,1.96151554924151,9.67177473636239,4.05462559676568,4.67893670608433
"sig_asc2",20.6734695321483,1.64072996103253,12.6001657939727,3.38129584849251,6.11406704957957
"sig_natural",15.4590877234779,0.750592673929452,20.5958414735752,1.13022165469723,13.6779256168288
"sig_walking",1.5579592344063,0.10785099533418,14.4454785009532,0.185821387269078,8.38417610213139
"sig_rent",1.30907046994888,0.0706708529638672,18.5234847896655,0.084198547757063,15.5474233798655
