"mu_asc1","mu_asc2","mu_natural","mu_walking","mu_rent","logLike"
-10,-10,10,-2,-0.05,-3079.4799099581
-10,-10,10,-2,-0.05,-3079.4799099581
-9.99999861660416,-9.99999846466582,10.000007120753,-1.99985106071237,-0.0418009687816207,-2968.59148016152
-10.0435462350324,-10.0290907902097,10.1441486393415,-1.64918849453396,-0.0470066158405728,-2950.04307497972
-10.2331913063292,-10.1927357012343,9.65896892013578,-1.12966403260871,-0.0540399550418039,-2929.65146140579
-11.7906531757717,-11.3298213438661,10.1359690063287,-1.32397612112417,-0.0441580215727774,-2869.78988758755
-17.9355897776992,-16.6619197897341,11.1985073766638,-1.03599906231959,-0.0266189622674183,-2841.43092562952
-18.4796674127337,-17.0337065935674,10.5273450111815,-0.647113262343266,-0.0319611191296016,-2819.6885188669
-16.6631204520896,-15.8871797777429,11.1137804827059,-1.09057434155285,-0.035670438138726,-2802.17122189078
-18.3440962514726,-17.3907493418597,11.3359478960559,-0.921813032808098,-0.0350714620121095,-2793.09918843506
-21.1873630493141,-20.1349628310086,12.2099897924798,-0.777129060345816,-0.0341276533716104,-2784.00350239529
-24.5452691954572,-23.5248993968653,13.7970479662342,-0.76800266793841,-0.0318858769840505,-2774.47043718982
-29.8081769192027,-28.9626978920752,16.7873015203059,-0.895119387139819,-0.0274992224980233,-2763.19068758369
-29.8081771600399,-28.9626981199139,16.7873023907417,-0.895131564993955,-0.0282724747077731,-2762.59161219294
-29.809723998792,-28.964335765983,16.7967101392597,-1.03947542660746,-0.0277198664062529,-2761.3046617843
-29.9016265049897,-29.0063908777945,19.0996973831538,-1.18111592734831,-0.0263604446318313,-2759.12750317818
-30.3225239794413,-29.5527823685459,19.0553987569709,-1.18454606688117,-0.0262360377172872,-2758.61997251851
-33.2581622905791,-33.1052861200269,19.7267977126757,-1.21923441446435,-0.0250127954067262,-2756.61005929404
-36.1240238025637,-36.2721684037685,20.95653473796,-1.26292856989056,-0.0236374956556554,-2755.48875672317
-38.9863294809311,-39.1426180728695,22.3938546736918,-1.30070490509307,-0.0225621050318442,-2754.81427167769
-40.3877863657145,-40.3132095397729,23.2122548032493,-1.32597307299089,-0.0220309652750138,-2754.64996260881
-40.8909950497429,-40.5693106922965,23.5179598978907,-1.33580322373111,-0.0219096951907363,-2754.62078471737
-41.0821519507055,-40.6052504216558,23.622957334106,-1.34272936893869,-0.0218054152305081,-2754.61624612494
-41.0366190381105,-40.4764557730495,23.5748146459474,-1.34135685488661,-0.0218545342588314,-2754.61384638337
-41.0366190448315,-40.4764557700669,23.5748146320262,-1.34135688050661,-0.0218533794914073,-2754.61384585915
-41.0731031240519,-40.462154522487,23.5513466240595,-1.34152603544417,-0.0218544116303512,-2754.61318778611
-41.0812151947631,-40.4495754308608,23.5535369521672,-1.34131905692281,-0.0218582369020668,-2754.61313313249
-41.0813247357806,-40.438858811544,23.5528694802964,-1.3410053965349,-0.0218559017781639,-2754.61312110994
