"mu_asc1","mu_asc2","mu_natural","mu_walking","mu_rent","logLike"
-10,-10,10,-2,-0.05,-2082.46903897168
-10,-10,10,-2,-0.05,-2082.46903897168
-9.99999688837275,-9.99999878353648,10.0000242103943,-1.99949418018636,-0.0275984440724044,-2023.64207040751
-10.011850815742,-10.0121777666702,10.0869896905416,-1.21878705026848,-0.0365707247777,-1964.52131024476
-12.8726951067657,-13.2625719257921,13.8489308551199,-0.910288783773748,-0.0408765685108823,-1938.94172541514
-15.6628347437572,-16.5428404526969,14.2316044984678,-1.24319507109723,-0.0385723245135608,-1923.33919813324
-19.0960478762549,-20.3086570019676,13.204267281791,-1.07372222099741,-0.037505439313525,-1913.60485767966
-22.7912846404209,-23.9196613322256,14.8228208705724,-1.11940035268292,-0.0329970489367412,-1906.91225805611
-28.6819837394965,-29.9047707981786,17.766239016615,-1.22586803331724,-0.0277024544059953,-1902.34149404184
-31.7596260387082,-33.1322233690597,19.1978067641783,-1.23989212565536,-0.0273792166920473,-1900.10745939308
-35.1100788000203,-36.5605445835851,21.2407178002031,-1.36286914842554,-0.0248620121981662,-1898.93208165065
-37.6741210015977,-39.1936662414902,22.8904850380773,-1.48002600252145,-0.0233778238488259,-1898.36392340886
-39.1530068661517,-40.71532821792,23.8803817299349,-1.56586131729782,-0.0228357186530052,-1898.10323301269
-39.1530068774784,-40.7153282315725,23.8803816659785,-1.56586192781629,-0.022797556905931,-1898.10192390339
-39.1532609312458,-40.7156117638208,23.8795105523212,-1.57707245372692,-0.022766354988807,-1898.08933163527
-39.1816221612364,-40.7446046952383,23.8643053995262,-1.59224654451805,-0.0227230345356073,-1898.08079464617
-39.212483750765,-40.7752383541954,23.8608819920245,-1.59349021039072,-0.0227128837545824,-1898.07937493203
-39.437717560323,-40.9968593895563,23.8747235010821,-1.59737154149344,-0.0226444510854451,-1898.07232371467
-39.712409130799,-41.2657666818122,23.9451423500754,-1.60130448992315,-0.0225519441716125,-1898.06530785546
-40.3288267688042,-41.8701933054958,24.1874416469117,-1.61249698373457,-0.0223213702299607,-1898.05142737457
-40.968205490997,-42.5032031243826,24.5307819927642,-1.6283851603547,-0.0220570777709693,-1898.03885126889
-41.3184109324442,-42.8621615927008,24.8035524135362,-1.64176228648907,-0.0218912158121357,-1898.03232229016
-41.325159703661,-42.8857777910278,24.875482790133,-1.64610619791896,-0.0218665443580779,-1898.03109029289
-41.2781483678182,-42.852547480174,24.8722245589311,-1.64647564484509,-0.0218747983226274,-1898.03095725183
-41.2781483658474,-42.8525474821107,24.8722245581276,-1.6464756481082,-0.021874343327949,-1898.03095708541
-41.2679964663254,-42.8639972094665,24.8708724542564,-1.64651506327266,-0.0218744637527904,-1898.03089509915
-41.2663755338647,-42.8636677882342,24.8721720800536,-1.64649674548921,-0.0218746023393086,-1898.03089330051
-41.2609730685073,-42.8686057230298,24.8722639608646,-1.64650454375077,-0.0218747303306652,-1898.03088013431
