"mu_asc1","mu_asc2","mu_natural","mu_walking","mu_rent","sig_asc1","sig_asc2","sig_natural","sig_walking","sig_rent","mu_nat_income","mu_nat_age","mu_nat_education","mu_nat_flatsize","mu_nat_garden","mu_nat_gender","mu_nat_children","logLike"
-19.5019901279458,-20.1751715808807,11.1565971506632,-1.75705028519462,-2.88901797105011,19.6461118520396,23.5926809591362,14.4517925951614,1.57797501188484,1.04860424928237,0.00194028274892631,0.180744347263629,4.7950498780031,-0.0317398695652335,8.93168937241576,3.19095271572271,1.00257753252813,-37655.285927837
-18.0559719878037,-18.809208535752,12.598917029843,-2.01983281086706,-2.92846700135059,20.2843568494472,25.1949604744876,15.944784556249,1.57712028885995,1.05462547761988,0.00262286773080809,0.259944613685612,6.03240560996497,-0.0512583346617896,6.2825702503298,3.73581743512354,0.728796684376475,-37537.2715906961
-19.7772301062394,-19.5088112977218,18.085669672249,-2.24992498506056,-2.79348534212194,22.4160631424499,26.191340780592,15.9839007492347,1.44743012345665,1.11941296619379,0.0035131684819245,0.111626616819808,1.23713954521463,-0.0422439559806745,2.48161586520065,1.7268209669921,-0.658795674590961,-37358.9276096397
-18.9280764871394,-19.6581086377864,19.8061976898676,-2.48704382904056,-2.79292699237165,20.7136800851001,24.7536466323301,17.3684405738772,1.52577291884347,1.26161404825874,0.00298281218337307,0.0628278449829806,1.93408726018014,-0.018735053552911,0.451786879940916,3.08209293177216,-2.7791021703162,-37270.460501246
-18.2762020251115,-19.4631004784416,20.7496842135118,-2.5574066799074,-2.79498898628366,20.3654898485003,24.6317036152097,17.7155269966106,1.67210004038213,1.30862671139319,0.0027001895581398,0.0449485912493857,2.24109589308623,-0.0235195906700747,-0.244867730306428,2.68413428077878,-3.41236570616433,-37256.99447673
-17.0961108738742,-18.6037338228146,21.8336179797182,-2.58069657748166,-2.75739695886888,19.9419156579253,23.8954247745213,17.3134771355426,1.62616043800393,1.28456179057095,0.00220405172796822,0.00014866627120258,0.901166981483377,-0.034751417158199,-0.819381266280942,1.91737869507556,-5.44903504325481,-37236.4751443626
-17.8070581208316,-18.7675224603705,21.6965380585544,-2.555123261464,-2.7641888623823,19.8259807722943,23.1763600782427,16.8741292252354,1.57835875221204,1.23661219695485,0.00141896888252296,0.0210118260897139,1.10037494766499,-0.0217794117556228,-1.20681854985251,2.07597241456867,-3.90646193626258,-37223.1569927257
-18.1340419743952,-18.7794932782513,21.4626339692638,-2.56253016821102,-2.78015662153523,19.972896470276,22.0315298596278,16.5625153354606,1.59856272946973,1.23389113208771,0.000754857908873354,0.0112515055390395,1.16649568188096,0.0020501103133107,-0.916837258443123,2.80814702789789,-3.28441586737091,-37216.0710283362
-17.3809493863865,-18.0366353072027,20.959514536681,-2.59780092714504,-2.77690448344283,20.6797308421708,21.9017733188806,16.337101755189,1.62537486494137,1.25749786447892,0.000614667337154198,0.00752112758143535,1.0953649241865,0.00673234989810199,0.118339295623972,2.97983521040122,-3.8219162019213,-37212.2499982196
-16.8353217168857,-17.9144373293367,21.0066917733165,-2.61834027452937,-2.76085060799912,20.3921767128283,22.6320233098915,15.9075227585658,1.63917763865055,1.27858794813722,0.000688990567983555,0.00619392591578882,1.43417053531643,-0.00534063315037372,-0.563790793945826,2.75868899819413,-4.02847334323948,-37211.1258822225
-17.0291840647789,-17.9919697911985,21.1909202305372,-2.6161846738196,-2.76011145097292,20.4675211010196,22.2553390681134,15.9888790143034,1.6483646050541,1.27601515851586,0.000717420205069525,0.000184212984263539,1.19996799612079,0.00154380186900848,-0.581363839142011,3.04357743346874,-4.21792031873841,-37209.8398401236
-17.1581675327378,-18.0328559197176,21.4670095308583,-2.6080298808557,-2.75887523579718,20.4436872287929,21.684809922715,16.0507812396994,1.63434939766388,1.28024900760568,0.00059403349656117,-0.0102315802365003,1.23359707641351,0.00769179851057711,-0.858186782833104,2.92020506621001,-4.05424385630932,-37209.7434178296
-17.0030967715628,-17.9198752129688,21.3632421598134,-2.61763667275094,-2.75581808363431,20.4493030775024,21.8457645178062,15.9361581842131,1.64821058175488,1.28452815301003,0.000611610516326527,-0.0106093253712735,1.40086412083899,0.00513816838407506,-0.821972768273076,2.9160581980866,-4.12221001293766,-37209.1326517576
-16.9961556073957,-17.8653640609826,21.3438709182528,-2.62305712719579,-2.75526621151561,20.4320331030289,21.9422454781489,16.0379901835634,1.65489673466371,1.28687023413522,0.000718062624783955,-0.00899560678676306,1.45475265286018,0.00536653425666511,-0.799477751736625,2.8980229592098,-4.28681986701797,-37209.0999727695
-17.0087498211072,-17.8449860823962,21.3701834769156,-2.62464913194157,-2.75392251802173,20.4441151735736,21.8698128655571,16.0129695530005,1.65732854172474,1.28747079744088,0.000676123413296669,-0.0117260714642213,1.53745765578179,0.00770732935991315,-0.897491013746048,2.94016507913372,-4.35699697945992,-37208.9549665813
-17.0040599300599,-17.8505683610525,21.4278837983515,-2.62460155554605,-2.75419692834039,20.4712196746778,21.8083807799048,16.0202584222892,1.65858159475359,1.28777235095804,0.000659517253346391,-0.0146699514918082,1.61325875079514,0.00783285285995347,-0.961089021802483,2.82772500452257,-4.3493498929261,-37208.9464386761
-17.016251482063,-17.8659338410764,21.3821524635075,-2.62576832440954,-2.75475291432937,20.4564664374935,21.8674186328066,16.0261337954876,1.65899620632901,1.28604566574597,0.000679742349691632,-0.0139045194333249,1.62560356419374,0.00789141319767042,-0.921134877033811,2.88200350098609,-4.39762107214787,-37208.9132644016
-17.014353787433,-17.8715853374917,21.3816985313025,-2.62607507125244,-2.75545944343437,20.4610804774418,21.8783733213825,16.0328978430862,1.65940472484091,1.28586146733843,0.00067535844423051,-0.0137546130035195,1.62175418879726,0.00795551841645508,-0.918979619243417,2.88375789968036,-4.38159703961973,-37208.9120079383
-17.0165530185694,-17.8771798551798,21.3953936372149,-2.62627750571524,-2.75595602951085,20.4685134438169,21.8829569203383,16.036248110933,1.65963630804034,1.28569597443729,0.000679458591942679,-0.0142017503133057,1.61513885358175,0.0079391776910277,-0.922045833742164,2.88015938120801,-4.38765177630365,-37208.9115725308
-1,-1,1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,1,-1,-37208.9115725308
-1,-1,1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,1,-1,-37208.9115725308
-1.00001048855484,-1.00000812951475,0.99993954366073,-1.00013340637088,-0.99994964664802,0.999965158291161,0.999996844213456,1.00004811165854,0.999933368526399,0.999973337166011,0.999994446057826,-0.999999827705324,1.00000145891681,0.999999263323843,-1.000002481509,0.999996807426214,-1.00000797584653,-37208.9115200956
