"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_asc1",-0.675479881060285,0.0887597896589921,-7.61020146234487,0.100445054337257,-6.72486948727483
"mu_asc2",-0.670640746526355,0.0905338510197071,-7.40762420876554,0.099447860473361,-6.74364177704958
"mu_natural",1.03486231404763,0.05574321162253,18.564813255743,0.0617703541078828,16.7533816017993
"mu_walking",-0.138358052528343,0.00958710297712548,-14.4316852398958,0.0114303259823173,-12.1044712760058
"mu_rent",-3.47221185517897,0.119280212860247,-29.1097053896705,0.121509580015564,-28.5756222244717
"sig_asc1",1.12106808618898,0.101323788662643,11.0642140506764,0.107282939959749,10.449639864545
"sig_asc2",1.16506689521076,0.0978942057225352,11.9012855419956,0.102196298758019,11.4002846421024
"sig_natural",0.780165474559632,0.0545376810504053,14.3050723744301,0.0568614462222505,13.7204648561039
"sig_walking",-0.0962495888234284,0.00693494774245502,-13.8789205626163,0.00772349061898925,-12.4619286241878
"sig_rent",1.36979286836917,0.0998759350398459,13.7149441236539,0.0940822920871266,14.559518459655
