"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_asc1",-0.993767911830275,0.118724855002387,-8.37034428730438,0.138541597610993,-7.17306519461863
"mu_asc2",-1.04590669383207,0.12130954692087,-8.62180034778565,0.134317326037831,-7.78683379638966
"mu_natural",0.889876189342079,0.064659889204379,13.7624143853592,0.0771590337538029,11.533013647909
"mu_walking",-0.113390884395242,0.0108455256407299,-10.4550842579181,0.0123632816765203,-9.17158464573266
"mu_rent",-3.56713752980299,0.162157053899755,-21.9980410596765,0.171135649350198,-20.8439185134564
"sig_asc1",1.29257318271326,0.134114141543177,9.63785897475341,0.145804497033328,8.86511190678712
"sig_asc2",1.44563764415741,0.12980259518174,11.1372013951904,0.147083074078442,9.8287151884412
"sig_natural",0.744063068864541,0.0634649970270644,11.7239912348414,0.0750702989904502,9.91155062482426
"sig_walking",-0.0780648109357666,0.00885354587769001,-8.81734979568826,0.00881078790730027,-8.86013961033896
"sig_rent",1.53956440930879,0.145764597124862,10.5619913180291,0.15912420482722,9.67523709532741
