"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_asc1",-1.15457262388103,0.171978864743194,-6.71345647969642,0.200362388013829,-5.76242195616746
"mu_asc2",-1.12503200434876,0.183820447878196,-6.12027670117654,0.208320366990698,-5.40048973895576
"mu_natural",0.973118711513229,0.091873324039255,10.591961504489,0.119155940130827,8.1667662597836
"mu_walking",-0.118136947609904,0.0129779967637325,-9.102864622377,0.0154859483438196,-7.62865437666608
"mu_rent",-3.41858499829869,0.224903012283356,-15.2002632761166,0.238389017324184,-14.3403628097925
"sig_asc1",1.81348663314024,0.175561960922009,10.3296102619055,0.184957030604915,9.80490780593255
"sig_asc2",2.03230141794358,0.17862615735831,11.3774009809042,0.206348772699757,9.84886603081777
"sig_natural",0.926256167724744,0.0856662132316381,10.8123860362566,0.0911991244302774,10.1564151356834
"sig_walking",0.100130961228834,0.0106173383188416,9.43089107852399,0.0117945794232743,8.48957454398461
"sig_rent",1.68940119809861,0.165156115801226,10.2291167959647,0.149242560534082,11.3198352537834
