"mu_asc1","mu_asc2","mu_natural","mu_walking","mu_rent","sig_asc1","sig_asc2","sig_natural","sig_walking","sig_rent","logLike"
-0.05,-0.05,0.025,-4e-04,-20,0.01,0.01,0.02,0.001,5,-4139.70096404894
-0.05,-0.05,0.025,-4e-04,-20,0.01,0.01,0.02,0.001,5,-4139.70096404894
-0.0500350544204833,-0.0500087487082903,0.0250350285457678,-0.00338374894310044,-20.0000003288396,0.0100188475174356,0.0100261654195548,0.0201136353399939,0.00180803008181975,5.00000043296937,-3974.0373599996
-0.0500279063587404,-0.049971924969506,0.0251402306703514,-0.00336687677310429,-20.0000004355702,0.0100396231593511,0.0100545101364069,0.0202543957342824,0.00258117516336591,5.00000101236917,-3957.98243585743
-0.0487178044365692,-0.0449862076727978,0.0398262972360396,-0.00387367198624827,-20.0000156632927,0.0126092472103341,0.0135884903082324,0.0370310979411019,0.00272921558035791,5.00006139991004,-3865.8985532589
-0.0483629763557678,-0.0378617026548411,0.0450018189029694,-0.00405986897975843,-20.0000301872541,0.0253455050711699,0.0309046686584916,0.0316226859431897,0.00289094673144333,5.0003361283355,-3830.21149262849
-0.0460516462860436,-0.0287585199684515,0.0450821253133618,-0.00422351149080813,-20.0000825569198,0.0526375385083956,0.0665671786052504,0.0295584858171287,0.00295629039347891,5.0008561961638,-3804.0644386953
-0.0497248596601556,-0.0297928728073201,0.0456844097477175,-0.00417156360053002,-20.0001132664851,0.0573597377991428,0.0655618841039008,0.0295641507016438,0.00294345239790301,5.00106967734871,-3802.1867429776
-0.050616813623786,-0.0294284567789403,0.0454674512291537,-0.00416094624753407,-20.0001236851117,0.05707897770137,0.0658158695981103,0.0297190482158657,0.00293603550135266,5.00128036833084,-3802.16104181918
-0.0507080467288663,-0.0295981112681367,0.0455286034153197,-0.00415849777471754,-20.0001349048495,0.0569995092892717,0.0659278966454675,0.0297121737989951,0.00293592469137249,5.00150162962348,-3802.15488242015
-0.0538382649615489,-0.0615295682468341,0.0428026672941824,-0.00402563289624296,-20.2828609398392,0.0531041257845054,0.0578865736853422,0.0379690082303354,0.00207398247477482,11.222006274111,-3744.36703472584
-0.0351043314193187,-0.0365049552280712,0.0365848368306044,-0.0044424888527126,-27.8499425793373,0.0400066947754228,0.0434147682594901,0.0343449245862686,0.00247505682464852,13.7861428876218,-3698.22162758223
-0.0320262565233337,-0.0210010757096515,0.0331297689832362,-0.00460453417863219,-33.6839290806038,0.0365672459391078,0.0356044982314425,0.0296838183103724,0.00324146994798818,15.8313614753334,-3688.77712124007
-0.0356076327696966,-0.0326894499075308,0.0340249827778662,-0.00456246620056201,-34.8240921863227,0.0374744008432539,0.0377116842660313,0.0294420878687279,0.00299583895378116,18.3058733143003,-3677.21458018359
-0.0291274962451157,-0.0296434975457603,0.0312300392023548,-0.00457240864752567,-37.3865862677689,0.0377663568101285,0.0378785436506001,0.0273426434245537,0.00266259683549105,20.6109880124933,-3673.40026861468
-0.0262797466814449,-0.0260097333919123,0.0297506532342757,-0.00447633787149634,-40.1648042987257,0.0337239604096788,0.0347734468970023,0.0248489655463536,0.00255120842308817,22.4229833924003,-3670.80966851744
-0.0244828257055489,-0.023469672243922,0.0290002471611906,-0.00439374796011209,-41.9713442734527,0.031633741399785,0.0328287699336203,0.0232400729280015,0.00258417124678359,23.4343160618217,-3669.44275846247
-0.0261484768618433,-0.0225083949214603,0.0283787443376831,-0.0041439755927592,-43.8364832643616,0.0326816748241772,0.0302972963167463,0.0224620255946302,0.00242311462531368,24.8899488482139,-3667.69606774785
-0.0236660624287924,-0.0222150569138772,0.0267828128828652,-0.0037208415895876,-46.7606507960374,0.0305348408008388,0.0275231484160238,0.0219954049352345,0.00216635534968339,27.3912687224245,-3665.3510444482
-0.0224816546275716,-0.0208901489577157,0.0247969123546399,-0.00335899946288153,-49.0205504236829,0.0292447770399018,0.0290721899026884,0.0217961583072568,0.00197599008630211,29.3133504481151,-3664.96146657116
-0.0219645943253169,-0.0211661294770145,0.0252825255310754,-0.00348828306926909,-48.5085502022997,0.0293708235027145,0.0277564566286605,0.0217004578719339,0.00204724715512231,28.8619279452159,-3664.68498074596
-0.0225633322401718,-0.0215108373229222,0.0254934156516924,-0.00351164702788451,-48.2727217425852,0.0294051974009478,0.0281886774876387,0.0218609703849853,0.00205692600825663,28.7282624261831,-3664.67764168825
-0.0222968756268533,-0.0212707922542928,0.0253644063922478,-0.00349485182210357,-48.474724550024,0.029441468573886,0.0280786450851713,0.0217561916793232,0.00204749896415495,28.8816372000439,-3664.66800510251
-0.02229642248605,-0.0212710034612245,0.0253658835949359,-0.00343587755150846,-48.4747245330599,0.0294396908468727,0.0280765200213389,0.0217583633038567,0.0022261952439048,28.8816372296507,-3664.23497223314
-0.0222963882445842,-0.0212712205691389,0.0253657603534672,-0.00344436657100561,-48.4747245297045,0.0294394014969875,0.0280761092019824,0.0217591881682283,0.00223168213029898,28.8816372358314,-3664.23478963749
-0.0222908988074813,-0.0212755460074153,0.025382977418385,-0.00344557692429301,-48.4747244429985,0.0294363939564469,0.0280661451983382,0.0217776467224821,0.00223242586346084,28.8816373845399,-3664.23459690372
-0.0223037796865146,-0.0212820364679778,0.0253864530990143,-0.00344549419049088,-48.474723946705,0.0294226607407442,0.0280457627235175,0.0217723173715533,0.00223225801651085,28.8816381771778,-3664.23458673521
-0.022303860107317,-0.0212822680050122,0.0253858933186393,-0.00347343501946649,-48.4747239469092,0.029422780938681,0.0280458121647058,0.0217728020068301,0.00218851499094137,28.8816381772256,-3664.16989816522
