"mu_asc1","mu_asc2","mu_natural","mu_walking","mu_rent","sig_asc1","sig_asc2","sig_natural","sig_walking","sig_rent","logLike"
-0.05,-0.05,0.025,-4e-04,-20,0.01,0.01,0.02,0.001,5,-1951.7602121975
-0.05,-0.05,0.025,-4e-04,-20,0.01,0.01,0.02,0.001,5,-1951.7602121975
-0.0500187346499702,-0.0500045552467391,0.025172086009226,-0.00735545341332559,-20.0000005551482,0.0100268885242557,0.0100589362437744,0.0201122895113987,0.00340889108415395,5.00000095449279,-1928.09702451442
-0.0499245580588307,-0.0498946328512627,0.0256212934445064,-0.0075640668767307,-20.0000002406524,0.0100681369208766,0.0101284190060924,0.0203866642680656,0.00669135269128375,5.00000272532908,-1902.43542225171
-0.0383307648526235,-0.036794872737896,0.0811970310541696,-0.0101817627433142,-19.9999749956983,0.014845386321736,0.0176384645876771,0.0477392564916776,0.0073691141443731,5.00012604543066,-1862.68911322486
-0.0168193380988236,-0.0188568359999468,0.0659398674673566,-0.0107701557818729,-19.9995093890988,0.0389234531120222,0.0584764994359174,0.0745083041805412,0.00699198653397584,5.00088830512487,-1857.79605023208
-0.0112002651858723,-0.0135628633289963,0.0716915083931254,-0.0108296175906785,-19.9989955844581,0.0673015854880946,0.0967883108672477,0.0561052671427497,0.00727118941674342,5.00174355834184,-1851.83873927419
-0.0163667895793954,-0.0185504436841728,0.0721153965502421,-0.0107486070466872,-19.998645744304,0.0712770459624039,0.0996484705056574,0.0589426473801229,0.00723061930099349,5.00226440402571,-1851.25130605814
-0.0146443494290818,-0.0221529647483256,0.0722944527623703,-0.010738221722229,-19.9982125965544,0.0730625089039155,0.099402113373511,0.0594478500753694,0.007227287781447,5.00286719064446,-1851.08855398435
-0.0144326867896289,-0.0222870323768087,0.0722280275490464,-0.0107419224037168,-19.9977455028292,0.0749114810615738,0.0982310733100581,0.0595796765731558,0.00722679480936942,5.00350714363188,-1851.04302088131
-0.0294291293844635,-0.0234358366254379,0.0762071996121077,-0.0106782952009915,-18.6971305139743,0.0594432065277407,0.091778710135783,0.0524691084520226,0.00693452050494371,6.78346666906168,-1819.23348959324
-0.0379739826999591,-0.0261192912393642,0.079042060850293,-0.0106787929397239,-18.0339158972577,0.0516850596965228,0.0879109163862242,0.0490597158751657,0.00660514616739625,8.24500023681462,-1805.42108143081
-0.0470764881080399,-0.0857902958559555,0.0826924244002554,-0.00986257496372892,-16.2266367102534,0.0658191407951627,0.0517534636741051,0.0472090081146618,0.00584455151601357,11.355005217869,-1800.66091031234
-0.0526508990478048,-0.0611897883274513,0.0794195614382957,-0.00979135608075489,-16.8117539419478,0.0514941121656115,0.0693924049226204,0.0423358315256098,0.00568129977823028,10.4665006889131,-1785.83722085048
-0.0512303215857391,-0.0543077644056622,0.0724515864603281,-0.00934645455063062,-17.7025887857308,0.0416374061090845,0.0617334900665765,0.0394742139100462,0.00519759758759822,10.3245861754898,-1782.03477986389
-0.0405811953999157,-0.0433463868511008,0.0521730672216926,-0.00783191936557598,-20.4850650014399,0.0302394045352689,0.0431225962915538,0.028180588674693,0.00418308004845094,10.1176392176934,-1776.92136451294
-0.0389092430281736,-0.0466299779952403,0.0507103102438837,-0.00741108950299656,-21.2412249744294,0.0333969346275272,0.0460444440880382,0.0268639118530102,0.00418331996760308,10.6575333799582,-1773.12386259607
-0.0299959093696815,-0.0402936730490459,0.0386730774441463,-0.00532434083125673,-25.4188624556916,0.0389511278556839,0.0448896985625021,0.02009572709305,0.00341297451854931,13.5461120847966,-1764.90757245609
-0.0241726930293146,-0.0345060689451505,0.0367731760163472,-0.00426608203126029,-28.6479653944309,0.0297547955377886,0.0393121167234279,0.0215342490763076,0.00307680804665699,16.0096618976245,-1758.37038618878
-0.023387235332441,-0.0319484735426036,0.0359540181890065,-0.00407395241272984,-29.3906891802762,0.0267975002921809,0.0359803854891216,0.0198769799670742,0.00295666521878821,16.5821380964843,-1756.83502832215
-0.0234359847027076,-0.0296525530054307,0.0355539524081651,-0.00409850517679732,-29.7771512985979,0.0259193514802046,0.0329108561586664,0.0200917870807738,0.00290879350270823,16.9113941497664,-1755.68494219587
-0.02162333547726,-0.0227344366326934,0.0309660592365454,-0.0038209828577061,-32.1931201673028,0.0191737504130994,0.0269341949540978,0.0171914609630468,0.00244735600781587,18.6001600275893,-1754.36014039064
-0.0237377823151446,-0.0252483244213804,0.0360336243695054,-0.00426735745460186,-32.2336874837484,0.0240487950672751,0.0280060128426332,0.0193751722605727,0.00255689153594315,19.3370546283393,-1753.73418871643
-0.0236386605302618,-0.0253366081031212,0.0357156343320957,-0.00443996324984415,-32.2336877777821,0.0240894938488198,0.0280849499215518,0.0194961438490385,0.00301442803217968,19.3370546001559,-1753.59628049719
-0.0235985727707379,-0.0253721089770031,0.0356012992953268,-0.00454537827311781,-32.2336878942093,0.0241061385773484,0.0281145957212977,0.0195351572953278,0.00302704772636372,19.3370545873179,-1753.52204396175
-0.0225766091459729,-0.0261760150079225,0.033270649217561,-0.00418807085529331,-32.2336906721776,0.0245375877020073,0.0288084485303924,0.0202920671322883,0.00274218963181781,19.3370542276563,-1752.82046613874
-0.0209035744126346,-0.026973211833353,0.0319364977214462,-0.00414588150234405,-32.2337022085427,0.0249928314462197,0.0305662892731292,0.0176628731714385,0.00277047418029254,19.3370529355027,-1752.70161159264
-0.0204106470729278,-0.0266826669614071,0.032154051979554,-0.00417069127256144,-32.2337147684797,0.0248244782378664,0.0317190472321259,0.0178094791965455,0.0027725160203421,19.3370519746454,-1752.63267811947
