"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_asc1",-0.0200154871047638,0.00305986553091276,-6.54129630944703,0.00370036569541653,-5.40905649664736
"mu_asc2",-0.0248809858637215,0.00322056036296084,-7.72566977780446,0.00383333996363656,-6.49068073788002
"mu_natural",0.0236904275744332,0.00231852503943576,10.2178873083029,0.00310924033718551,7.61936196797119
"mu_walking",-0.00295314948131323,0.000305766873149802,-9.65817340149341,0.00035880633133589,-8.23048319776914
"mu_rent",-52.2419851821672,4.62007578232096,-11.3076035207203,5.56383434888603,-9.38956516428763
"sig_asc1",0.0221104497545062,0.00311611160045941,7.09552563882707,0.00348126083343424,6.35127639450515
"sig_asc2",0.0244368775648051,0.00380060593331917,6.42973199367285,0.00566401379472366,4.31440996622738
"sig_natural",0.0186499642587612,0.00207532963440713,8.98650698643787,0.00314309644831446,5.93362773476537
"sig_walking",0.00160134485899123,0.000245056565911408,6.53459275019034,0.000254474753754149,6.29274548994479
"sig_rent",31.8015888881248,3.21499489078342,9.89164523380484,3.54537002801921,8.96989274371799
