"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_asc1",-0.0210845344309979,0.00288313468208641,-7.31305913733445,0.00355123381634685,-5.93724196191833
"mu_asc2",-0.0245389527008209,0.0029408514850874,-8.34416590747752,0.00358742768758519,-6.84026406601631
"mu_natural",0.0270613175830099,0.00228783450568069,11.8283545054578,0.00306435683044666,8.83099426089534
"mu_walking",-0.00328330699542352,0.000294185570887478,-11.1606663288028,0.00036137832676384,-9.08551164322908
"mu_rent",-49.4669439076924,3.97970446795028,-12.4298033449629,5.07658904629496,-9.74413005594667
"sig_asc1",0.0204611391920551,0.0029036808321457,7.04662129719512,0.00266492337317564,7.67794653985596
"sig_asc2",0.0204788446268045,0.00350046402679623,5.85032283435509,0.00414853741227419,4.9364010955317
"sig_natural",0.0198859605579232,0.00176360405529613,11.275751208558,0.00224744153512229,8.84826601589043
"sig_walking",-0.00169623619704776,0.000163817242120625,-10.354442396233,0.000191902829107553,-8.83903694873147
"sig_rent",23.1618588263138,2.66396921722704,8.69449191699868,2.9586155007359,7.82861403266246
