"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_asc1",-0.0222896752073256,0.00288243542950558,-7.73293131882885,0.00370023255599248,-6.0238579251533
"mu_asc2",-0.0213120358555821,0.00268065356393531,-7.95031336473601,0.00305544198964678,-6.97510734217731
"mu_natural",0.025131211539222,0.00205328575181205,12.2395100229198,0.00285711216019436,8.79601854255256
"mu_walking",-0.00343109690270635,0.000287595854539,-11.9302724589205,0.000363991792543451,-9.42630293592888
"mu_rent",-48.7859133926248,3.55452169413234,-13.7250290167475,4.67113495512716,-10.4441241499726
"sig_asc1",0.0295738350412161,0.0030481866363594,9.70210770182286,0.00394414895093117,7.4981536978298
"sig_asc2",0.0282748688765392,0.00366639578706354,7.71189760153662,0.00717661650079545,3.93986063953749
"sig_natural",0.0218971241638074,0.00188903707326548,11.5916857713941,0.00293457975778957,7.4617580611614
"sig_walking",0.00219252146163896,0.000187120095651581,11.7171886536519,0.000226425347237535,9.68319796519453
"sig_rent",29.0788535380601,2.84406718827587,10.2243904989067,3.80597711216362,7.6403122460002
