"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_asc1",-0.020100608320114,0.00402649180109772,-4.99208971806029,0.0055059791435739,-3.65068733389113
"mu_asc2",-0.0206842724444212,0.00378823432470828,-5.46013542760821,0.00432985123527018,-4.77713235871266
"mu_natural",0.0289415709716367,0.00301061436828887,9.61317772096002,0.00432630923112138,6.68966766486431
"mu_walking",-0.00352274854571995,0.000413156315323452,-8.52643034867337,0.000583845670547954,-6.03369815590781
"mu_rent",-46.1533355718172,4.62387753875555,-9.9815220418313,6.26313331656141,-7.36904888321239
"sig_asc1",0.0304475895080708,0.00478942007323147,6.35726017816756,0.00780746587264118,3.89980436735111
"sig_asc2",0.0316836557477261,0.00478730877235456,6.61826033254651,0.00962114887185422,3.29312602577159
"sig_natural",0.0183346772073439,0.00220697810740715,8.30759360313016,0.00263255372089499,6.96459755476924
"sig_walking",0.00235319401389545,0.000284021139047355,8.28527771485032,0.000388332834106697,6.0597348645747
"sig_rent",26.6912306309614,3.16393929880475,8.43607544589893,4.03593671684348,6.61339176096812
